word,definition,length
ta,"[occurs in a few limited expressions].
ta-balu ‘don’t know’; balu ‘know’.
ta-ot ‘because’; ot ‘why?’.",2
taq,"(Adjunct) perhaps, think so; ataq.",3
tabaq,"(N.) fat, lard, grease, butter.
pakatabaq ‘fertilizer’.
(D.) matabaq ‘fat’.
katabaq, kasingtabaq, pekamatabaq.
(V.) magpakatabaq, pa:tabaq, pa:taban,
ke:tabaq, mipatabaq.",5
tabakuq,"(N.) cigar; tobacco.
pulbus-tabaku ‘pipe tobacco’.",7
tabal,"(V.) tabalan ‘cut’.
tatabalan.
(D.) matabal.",5
tabang,(D.) matabang ‘tasteless’.,6
tabing,"(N.) curtain.
(V.) tabingan ‘put up a cloth divider’.",6
tabla,"(N.) lumber, planed boards.",5
tabtab,"(N.) cutting (sugar-cane).
(V.) tabtaban ‘chop off’.",6
tabun,"(N.) dam.
(V.) tabunan ‘dam up, stop up, barricade’.",5
taburete,(N.) chair; see lukluk.,8
tabug,"(V.) tease so that one refuses what he really
wants.
210",5
takal,"(N.) measure.
(V.) takalan ‘measure something’.
(D.) misangtakal ‘equal in measure’.",5
takap,"(N.) cover; mask.
(V.) takpan ‘cover something’.
tatakpan, tikpan.",5
takas,"(V.) flee, escape; elope.
tatakas, tinakas, tumakas.",5
takdaq,(N./D.) a determined date.,6
takde,"(N.) shoulder, upper arm; see pago’.",5
takilya,(N.) ticket-booth.,7
takid,"(V.) takiran ‘pull along’.
tekiran.",5
taklaq,"(N.) human feces.
pitaklan ‘anus.
(V.) ma:naklaq, pa:taklaq.",6
takman,"(V.) taste something.
tikman, tinakman, pa:takman, a:takman,
tatakman, makatakman, pa:takmanan.",6
taknedamu,[a strong curse]; see antak.,9
takut,"(N./V./D.) fear.
katakutan ‘fear’; matakut ‘afraid’; mitakutan
‘frightened’; makatakut ‘frightening’; tatakut,
apamatakut, pikakatakutan.",5
tadtad,"(V.) tatadtad ‘chop up’; see tabtab.
tidtad.
(N.) tidtad ‘a delicacy made of chopped pig
intestines’.
211",6
taga,"[combined with the locative deictics or place
names to mean comes from, originates in
such-and-such a place]; see tau.",4
tagabulag,(N.) talisman.,9
tagak,"(N.) large white heron, seen in December near
Sexmoan, said to migrate annually from China.",5
tagal,"(V.) chase, run after.
tagalan, tinagal, mitagal, mitatagalan, te:gal,
pa:tagal, a:tagal.",5
tagan,"(V./D./St.) left-over.
mitagan, itagan.",5
tagdiq,(N.) forearm; see takde.,6
tagilid,"(D.) at the edge; in danger; see gilid.
makatagilid ‘back half-turned’.
(V.) tagilid ‘face sideways’.
tatagilid.
(N.) tagiliran ‘side, edge’.",7
tagilu,"(N.) a food dish, made of gouramy.",6
taglus,"(V.) go home, be at home.
Nu ka taglus? ‘Where is your home?’.",6
tagnan,(N.) chopping block.,6
tagu,(N.) strainer; see salak.,4
tagumpe,"(N.) success.
(V.) magtagumpe ‘succeed’.",7
tagun,"(V.) attend.
tatagun, tagunan, tegunan, tinagun.",5
tagyang,(N.) rib.,7
tahadaq,(N.) a kind of candy.,7
tayiq,"(V.) sew.
manahiq, ma:nahiq, menahiq.
(N.) manahiq ‘dressmaker’.",5
tahu,See tau’.,4
tahimik,"(D.) silent, quiet.
(N.) kataimikan ‘silence’.",7
taimtim,"(D./V.) earnest, deeply.
tataimtim, teimtim.",7
tala,"[affix with nouns, member of a list, rank,
profession; affix with descriptives, easily…].",4
talaq,"(N.) planet (a bright star).
Christmas tree lights.",5
talakad,"(V.) erect, build; stand up.
tatalakad, te:lakad, ma:nalakad, mitalakad,
pa:talakad.",7
talaksan,"(N.) pile of firewood (neatly stacked).
(V.) talaksan, te:laksan.
(D.) makatalaksan.",8
talaga,"(Q./D.) real, really, true, in truth.
(V.) italaga ‘devote oneself’.",6
talagaq,(N.) well.,7
talagube,"(N.) welt(s), bump(s)–from bites of niknik, from
cold.",8
talampakan,(N.) sole of foot; see tapak.,10
talan,"(V.) seize, grasp, hold on to.
tatalan, mipatalan, pakitalan, talnan, tatalnan,
magpatalan.
(N.) talanan ‘handle’.",5
talaran,(N.) cork (tree).,7
talastas,"(D.) matalastas ‘excellent, expert’.",8
talangkaq,(N.) small crabs.,9
talba,"See talaba, Talba, a barrio of Bacolor.",5
taldawaq,(N.) farm.,8
taliq,"(V.) tie, bind.
tataliq, tinaliq, italiq, talyan, pa:taliq,
makataliq, panaliq.
(N.) pamitaliq, panaliq.",5
talibatab,(N.) a small bat.,9
talik,"(D.) matali ‘right; eagerly’.
(V.) talikan ‘tighten something’.",5
talindiking,"(N.) side; see gilid, lele, sumangid.
(D.) makatalindiking ‘standing sideways’.",11
talip,"(V.) peel, pare off (skin).
tatalip’, talipan.",5
taliriq,"(N.) finger, toe; claw.",7
talnan,See talan.,6
taloti,"(D.) mataloti ‘coward’.
214",6
talpakan,(N.) base of a pump/faucet.,8
taltal,"(V.) taltal ‘talk back and forth in anger’.
mitaltalan.",6
talukab,"(N.) crab shell.
talukab-mata’ ‘eye-lid’.",7
talung,"(N.) a kind of vegetable or melon.
[metaphor] ‘penis’.",6
talungkuq,"(V./St.) sitting or squatting on the floor with
hands holding knees.
makatalungkuq, mipagtalungkuq.",9
talusad,"(V.) slip, slide.
mitalusad.
(D.) matalusad ‘slippery’.",7
tamalis,"(N.) a variety of suman, specialty of Bo.
Cabalantian.",7
tamatis,(N.) tomato.,7
tamad,"(D.) matamad ‘lazy’.
(V.) tatamad, tinamad.
(N.) katamaran.",5
tamas,"(V.) tamasan ‘enjoy something’.
tatamasan, temasan.",5
tambayuk,"(V./N.) balance two things from a stick and carry
on one’s shoulder; the stick for such carrying.",8
tambilalaq,"(N.) overexposure, a sickness caused by
overheating–pale face and lips.",10
tambulung,(N.) laurel.,9
tampaling,"(V.) ta:mpaling ‘slap face’.
timpaling, tampalingan.",9
tampus,"(D.) metampus ‘burned to the ground’.
215",6
tamu,(Substitute: personal pronoun) we; see itamu.,4
tamumu,(N.) bumblebee.,6
tanam,"(V.) plant.
tatanam, te:nam.
(N.) tanaman ‘plant’; tamnanan ‘garden’.",5
tandaq,"(N.) sign, mark, identification.",6
tandanan,"(V.) remember, recognize; see tandaq.
a:tatandanan, tatandaq, tatandanan,
paka:tandanan.",8
tandang,(N.) young male chicken; not yet a rooster.,7
tanikalaq,"(N.) chain(s); buckle.
(V.) tatanikalaq, tenikalaq, ita-nikalaq,
tinanikalaq.",9
tansil,(N.) tonsils.,6
tanyang,"(D.) famous, classic, celebrated.",7
tang,"See tatang; used as title in friendly address:
Tang Isko.",4
tanga,"(D.) dumb, stupid.
matanga.
(N.) katangan ‘stupidity’.",5
tangke,(N.) stem.,6
tangkiq,(N.) tank.,7
tanggal,"(V./D.) break, knock out.
matanggal, tatanggalan, tinggal.",7
tanggap,"(V.) receive, accept.
tatanggap, tatanggapan, tinggap, a:tanggap.
(D.) matanggap, matatanggap, metanggap.
(N.) pamananggap, pangatanggap.",7
tanggiq,"(V.) refuse, deny, reject, decline.
tanggian, tenggian, tatanggian, tinanggiq,
tatanggiq.",7
tanggul,"(V.) protect.
pagtanggul, pigtanggul.",7
tangle,"(N.) a tree whose leaves are eaten boiled with
fish.",6
tangoq,"(V.) receive an affirmative answer (especially in
courting).
tinangoq, pa:tangoq, a:patangoq.",6
tangsu,"(N.) bronze, copper.
(V.) manangsu ‘grow dingy, rusty’.
menangsu.",6
tapaq,"(N.) piece, fragment.
katapaq.",5
tapak,"(D.) makatapak ‘barefoot’.
makatapakan.
(N.) tapakan ‘sole of foot, footprint; shoe’.",5
tapang,"(D.) matapang ‘brave!.
katapang.",6
tapangku,"(N.) eaves, roof overhang.",8
tapayan,"(N.) large clay jars used for storage.
tapayan sungsung.",7
tapil,"(N.) a kind of iron shovel with wooden
handle–about 20 inches high with a squat flat
blade–used for taking soil from fishpond
bottoms in square chunks.",5
tapun,(N.) cork; see talaran.,5
tara,(Excl.) Let’s go!,4
taram,(D.) mataram ‘sharp’.,5
natiq,"(N.) a fruit, sweet variety of balimbing.",5
taranta,"(D.) confused.
mangataranta.
(N.) taranta’du ‘one who is such’.",7
tarat,(N.) 20 centavo coin [rare].,5
tarat,"(N.) a kind of bird, sparrow.",5
tariq,"(N.) blade, spur attached to the leg of a fighting
cock.",5
taruk,"(V.) tarukan ‘explore’.
tatarukan, terukan.",5
taruq,"(N./V.) irony, mockery, sarcasm.
taru:taruq.",5
tarundung,(N.) dike.,9
tas,"(D.) matas ‘high, tall; deep, fancy’.
katas, pekamatas, kasingkatas, makatas,
mangatas.
(N.) katasan.
(V.) magpakatas, pa:katas, panakatas, itas ‘raise
something’; mitas, mipa-pakatas, tatasan ‘have
confidence in’, a:tatasan.",3
tasa,(N.) cup.,4
tasan,(V.) see taisan.,5
tata,"(N.) term of address for males; see tang, tatang.",4
tatap,"(V.) thresh; see daraq, inete.
tatatap.",5
taco,(N.) rooster; see tandang.,4
taqu,"(N.) person, human being; see katawan.
tau bakulud ‘a person from Bacolor’; taumbale
‘housewife, person in a house’; tawuntawu’n
‘scarecrow’.",4
tauliq,"(D.) last, ultimate.",6
tawad,"(N.) bargain.
(V.) tawaran ‘bargain for something’.",5
taya,"(N.) the ‘it’ in games; the one jumped over in
leapfrog.",4
tayi,"(V.) sew; see tahiq, taiq.
patayi, ipatayi, me:tayi.",4
teknikal,(D.) meteknikal ‘TKOed’.,8
tegawan,"(N.) godfather, sponsor, “ninong”.",7
tela,(N.) cloth.,4
telabanwa,"(N.) palate, roof of mouth; see banwa.",9
telabastagan,"(N.) name of a barrio between San Fernando
and Angeles.",12
telabulan,"(N.) the white, moon-shaped area at base of
fingernails; see bulan.",9
telasukli,(N.) mons veneris.,9
telataungmata,"(N.) iris, the colored part of the eye; see ta’u.",13
telekwad,"(D./V.) lame, limping.
tetelekwad.",8
temyong,"(N.) male nickname, for Fabian.",7
tengkwad,"See telekwad.
219",8
tenggan,(N.) a type of soil.,7
terak,"(V.) dance.
teterak, tumerak.
(N.) terakan ‘dance party’.",5
ternu,"(D.) matching, compatible, complementary (as,
skirt and blouse of matching or coordinated
colors, foods which go well together).",5
tete,(N.) bridge.,4
teybal,"(V.) magteybal ‘sit out a dance, be a wallflower’.
(Eng. table).",6
tibaq,"(V.) pick (one of a bunch).
titibaq, pakitibaq, pa:tibaq, titiban.",5
tibaktibak,"(D.) patchy, uneven (haircut).",10
tibag,"(D.) matibag ‘crumbling, breaking up
(landslide)’.
matitibag, mangatibag, pa:tibag, panibag.",5
tibe,"(D.) matibe ‘sturdy, durable’.",4
tibuwan,(N.) native land. cf. labuad,7
tikal,"(D./V./St.) numb, cramped, stiff. tikal, manikal.",5
tikbalang,(N.) spirits.,9
tikmus,"(N.) sliver,
(V.) menikmus ‘slenderize’.",6
tikta,"(N./Q.) very much, excess.",5
tilaw,(V.) titilaw ‘crow’; see tulauk.,5
tigim,"(V.) clear one’s throat.
titigim, tinigim.",5
tigsaq,"(N.) boil, inflamed wound.
(D.) mitigsan, mikatigsa.",6
tigtig,"(V.) tigtigan ‘play a musical instrument’.
titigtig.",6
tilbug,(D./V.) gold-plated [root?].,6
tilis,"(N.) loose bowel movement.
(V.) manilis.",5
tiltil,"(V.) dip (x into y). cf. soso titiltil, itiltil,
makatiltil.
(N.) tiltilan ‘dip, sauce for dipping’.",6
tilus,"(D.) matilus ‘pointed, sharp (nose)’.",5
timan,"(V.) smile.
tumiman, makatimiman.",5
timbaq,(N.) pail.,6
timbabalak,(N.) monitor lizard.,10
timbang,"(N.) weight, balance.
timbangan ‘The Southern Cross’.
(V.) timbangan, panimbang, pantimbang.
(D.) matimbang, mitimbang, mititimbang.",7
timbuq,"(N.) a tall grass seen along river banks; see
talaib.",6
timid,(V.) press down on something. tinimid.,5
timpuq,"(V./D./St.) squat.
makatimpuq ‘in a squatting position’.",6
timug,(N.) southwest monsoon wind.,5
timulin,"(N.) rudder.
timuleru ‘helmsman’.
(V.) magtimulin, manimulin.",7
tinalage,(N.) a part of the rice plant.,8
tinape,(N.) bread.,6
tinayero,"(N.) Tinajero, a barrio of Bacolor.",8
tinap,"(V.) dream; see -inap, -ninap.
ma:ninap, pa:ninap, a:paninap, pa:ninapan,
makapaninap.
(N.) pa:maninap, pekapaninap.",5
tinda,"(V.) magtinda ‘sell’.
(N.) tindahan ‘store’.
paninda ‘business’.",5
tindaragul,(N.) thumb.,10
tinta,(N.) ink.,5
tinidur,(N.) fork.,7
tinola,"(N.) a dish of food.
tinolang manuk, tinolang paksiw.",6
tingaq,"(N.) particles of food which adhere to teeth.
paningaq ‘toothpick’.",6
tingbu,(N.) a soft broom.,6
tinggaq,(N.) earrings [once a sign of slavery].,7
tinggaputi,"(N.) tin, lead.",10
tingiq,"(V.) whine.
titingiq.",6
tingting,"(N.) palm-leaf ribs, made into brooms.
222",8
tipa,"(V.) go down (stairs).
tinipa, itipa, titipan.",4
tipak,"(N.) chunk, hunk.",5
tipid,"(V.) magtipid ‘be thrifty’. tipiran.
(N.) katipiran ‘economy, thrift’; pamagtipid
‘economy, budget, expenses’.",5
tiplaq,"(V.) strip off part of sugar cane.
(N.) pipani’plan ‘what is left in the fields after
such work’.",6
tipun,"(V.) gather, collect, accumulate.
titipun, tinipun, tumipun, titipunan, a:tipun,
tipunan, manipun, atitipun, matipun, matitipun,
metipun, mitipun, mititipun, mitipuntipun.
(N.) pititipunan ‘depot’; pamitipuntipun
‘assembly’.",5
tiran,See turan.,5
tiris,"(V.) rub feet together nervously.
titiristiris, pitiristirisan.",5
tis,"(V.) tease (hair).
(N.) panisnis ‘something used to tease hair’.",3
tisaq,"(N.) chalk; tile.
tisa:-pambubung ‘roof tiles’.",5
tiyan,See atcan.,5
tiyobibo,(N.) merry-go-round.,8
tono,"(N.) melody, tune, music.",4
tong,"(N.) protection money.
(V.) magtong.",4
tornilyo,(N.) bolt.,8
torno,"(D.) threaded.
(V.) pa:torno ‘have something threaded (as a
screw)’.",5
transleyt,(V.) atransleyt; see likas.,9
trangkasu,(N.) fever; see lagnat.,9
trapik,"(N.) traffic.
(D.) matrapik ‘caught in traffic’.
metrapik.",6
tratus,(N.) katra’tus ‘betrothed’.,6
traysikal,"(N.) motorized pedicab–a motorcycle with
sidecar for hire, [also jokingly called ta’ksikal
(taxi-cycle)].
(V.) magtraysikal ‘ride, hire a…’.",9
treskantos,(N.) triangle–one type of talisman.,10
trianggulo,"(N.) a cloth or paper triangle on which is
written some Latin or pseudo-Latin words, used
as a talisman.",10
tropik,"(N.) a snack, like pititcan or cropec, but made
from rice.",6
tua,"(N.) old age.
ding mangatus ‘the old folks’.
(D.) matua ‘old, aged, ripe, mature’.
mangatua; matua-kin-dayaq ‘older than an
aunt’.",3
tubaq,"(N.) tuba, a fermented coconut wine or sugar
cane wine.",5
tubo,(N.) chimney glass (of a lamp).,4
tubuq,"(V.) grow; gain, profit.
tutubuq, tinubu, tumubuq, magtubuq, tubwan,
pa:tubwan.
(N.) katutubuq.",5
tubud,"(N.) delegate, messenger.
(V.) tuburan ‘send (someone) on an errand’. cf.
pa-lakad
tutuburan, tiburan, itubud.",5
tukayu,"(N.) person with same name as yours;
namesake; see lagyuq.",6
tuki,"(V.) follow, accompany.
tutuki, tiki, tukyan, tikyan, pa:tuk yan, a:tukyan,
(panalukyan, a:panalukyan), mituki.",4
tukil,"(N.) container made of a node of bamboo.
tu’kin asi’n ‘salt container’; tu’kil papakbu’ng
‘bamboo cannon’.",5
tuklas,"(V.) discover, detect, explore.
tutuklas, tiklas, tuklasan, tutuklasan, tinuklas,
a:tuklas.",6
tuklip,"(V.) fold.
ituklip, tuklipan, a:tuklip, pa:tuklip, tiklip.",6
tukluq,"(St./D./V.) step on.
makatukluq, pangatukluq ‘just around the
corner (near in time)’.
(N./V.) manukluan ‘one who tramples’.",6
tuknang,"(V.) stop, desist; dwell, reside.
tuknang, tutuknang, tiknang, manuknangan,
tutuknang, menuknangan, tinuknang.
(N.) tuknangan ‘residence, dwelling’.
(D.) makatuknang.",7
tuksu,"(V.) tease (someone).
manuksu, tutukswan, pa:nuksuwan.",5
tuktuk,"(N.) bill, beak (of a bird); [met.?] ‘clitoris’.
(V.) tuktukan ‘knock’; see katuk. manuktuk,
tuktuk ‘about to know’.",6
tukud,"(N.) cane, prop, support (e.g. to hold a window
open), pole for a riverboat.
(V.) manukud ‘put up posts’; magtukud ‘use a
cane’.",5
tukupansiliman,(N.) a children’s game like blind-man’s bluff.,14
tud,"(V./St./D.) correct, straight, right, hit a mark,
win.
tutud, tinud, timud, itud, pa:tud, turan,
makatud.",3
tudtud,"(D./V.) sleep, sleepy.
matudtud, metudtud, katudtud, pa:tudturan
‘put someone to sleep’; mipatudtud.
(N.) tudturan ‘bed, a place to sleep’.",6
tugak,"(N.) frog.
Types of frog: tugak batan, tugak saba, tugak
tutuq.",5
tuglung,"(V.) join, add, put together.
ituglung, mituglung, mitutuglung,
mitutuglungan, a:tutuglungan, pitutuglung,
pituglungan, pituglungtuglungan.",7
tugtug,"(V.) pour water; sprinkle the ground (to keep
down the dust).
tugtugan, tigtugan, manugtug.
Tugtugan yu ing dinat yu! ‘Flush the toilet!’.
(N.) ma:nugtug ‘one who sprinkles’.",6
tul,(N.) a measure for cotton.,3
tulak,"(V.) push, shove; set out, depart.
tutulak, tinulak.
226",5
tulaq,"(N.) poem.
(V./St.) tinulaq, ‘set in harmony’.",5
tulauk,"(V.) crow (of roosters); see tilaw.
tutulanuk.",6
tulang,"(N.) 1. dragonfly.
Types: tulang dapu, tulang bale, tulang
damulag, tulang kuriyenti, tulang karayum,
tulang bitin.
2. small airplanes of the Piper Club type.",6
tulduq,"(V.) point at, point out, point to, teach; see
turuq.
tutuldu, ituldu, tildu, tuldan, tulduan, tutulduan,
tilduan, manuldu, mitulduan, matuldu, metuldu.",6
tulid,"(V.) straighten, go straight.
tutulid, magmatulid, makimatulid; ma:nulid ‘go
in a straight line (as, from house to house)’.
(D.) matulid ‘straight, erect, correct’;
makatulid, pekamatulid.
(N.) katulid ‘opposite, directly across from’;
katuliran ‘rights’; ipagmatulid ‘a discussion to
set things straight’; panuliran ‘shortcut, the
straight, direct way’; pa:magmatulid,
matuliranan ‘verbal contest’.",5
tuliq,"(N.) circumcision.
(V.) tulian, tutulian, tinuli, manuli.",5
tulin,(D.) matulin ‘fast’.,5
tuling,"(D.) matuling ‘black, dark’.
katuling, metuling.
(V.) manuling ‘become dark’; magpakatuling
‘tan oneself’; tutulingan ‘blacken something’;
tulingan, tilingan, pa:tulingan, tutuling.
227",6
tuliru,"(D.) matuliru, tuliru ‘groggy, dazed’.
matutuliru, metuliru.",6
tuluk,"(N.) earwax, secretion of ear.",5
tulukab,(N.) brow-ridge.,7
tulud,"(N.) a furled leaf.
tulud-banus.",5
tulus,"(D.) upright.
(V.) tulusan, manulus.
(N.) tulus ‘something stuck upright in the
ground’.",5
tumayla,"(N.) lullaby.
(V.) pagtumayla, pakipagtumayla.",7
tumbuk,"(N.) boxing, blow of a fist.
tumbukan ‘boxing match’.
(V.) tumbuk, tutumbuk, tinumbuk.",6
tumpak,(D.) packed in next to each other.,6
tun,"(V.) cook rice.
tumun.
(N.) katunan.",3
tunduq,"(D.) drowsy, sleepy.
mitunduq, mitutunduq.
(N.) pa:kalako-tunduq ‘something to keep
people awake’.",6
tundun,(N.) nape of neck.,6
tune,"(D.) genuine, true, certainly.
(N.) katunayan.
(V.) pa:tunayan ‘attest, prove’.
pa:tunen, pa:tune.",4
tuntun,(V.) tuntuna’n ‘point the way’; see tulduq.,6
tunud,"(D.) matunud ‘be quiet, harmless, mute’.
(V.) tutunud, a:patunud.",5
tung,"[abbreviated?] ‘each, every.
tung aldo ‘every day’; see tunggal-tunggal.",4
tunggaltunggal,(N./D./Q.) one-by-one.,14
tungkuq,"(N.) tripod, three stones placed in a triangle to
place a pot on.
tungkung-kalang–also used to refer to three
people squatting and talking.",7
tungkul,"(Prep.) about, concerning.
(N.) katungku’lan ‘duty, obligation’.",7
tupad,"(V.) match, equal, comply, fulfil.
tuparan, tutuparan, tiparan, ipatupad, pa:tupad,
a:tuparan.",5
turan,"(V./D./St.) hit, struck. cf. tud mituran, pa:turan,
a:turan.",5
turil,"(N.) clitoris; see tukil, tuktuk.",5
